L3(도메인),L4,L5,L6 Name,Output Type,Cadence,Digital Trace,규칙 위반 여부(Y/N),구분,seq,sequence_no,pre_dependency
총무,사내 서비스 운영,사내 전화(S-Calling) 운영,사내 전화(S-Calling)  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 사내 전화(S-Calling) 운영 결과표 등록 | 업무 시스템 처리 기록: 사내 전화(S-Calling) 운영 | 자동 안내 메일 발송 이력: 사내 전화(S-Calling) 운영 결과표 등록,N,신규,3,3,V2-L6-0413
총무,사내 서비스 운영,사내 전화(S-Calling) 운영,월간 통화품질 리포트 발행,analysis_report,상시,그룹웨어 결재/문서 이력: 월간 통화품질 리포트 발행 | 업무 시스템 처리 기록: 사내 전화(S-Calling) 운영 | 자동 안내 메일 발송 이력: 월간 통화품질 리포트 발행,N,신규,4,4,V2-L6-0414
총무,사내 서비스 운영,두발로 운영,두발로  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 두발로 운영 기준서 확정 | 업무 시스템 처리 기록: 두발로 운영 | 자동 안내 메일 발송 이력: 두발로 운영 기준서 확정,N,신규,1,1,
총무,사내 서비스 운영,두발로 운영,두발로  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 두발로 운영 결과표 등록 | 업무 시스템 처리 기록: 두발로 운영 | 자동 안내 메일 발송 이력: 두발로 운영 결과표 등록,N,신규,2,2,V2-L6-1923
총무,사내 서비스 운영,두발로 운영,두발로  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 두발로 운영 결과표 등록 | 업무 시스템 처리 기록: 두발로 운영 | 자동 안내 메일 발송 이력: 두발로 운영 결과표 등록,N,신규,3,3,V2-L6-0416
총무,사내 서비스 운영,두발로 운영,두발로 이용통계 리포트 발행,analysis_report,상시,그룹웨어 결재/문서 이력: 두발로 이용통계 리포트 발행 | 업무 시스템 처리 기록: 두발로 운영 | 자동 안내 메일 발송 이력: 두발로 이용통계 리포트 발행,N,신규,4,4,V2-L6-0417
총무,사내 서비스 운영,다회용기 업체 운영,다회용기 업체  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 다회용기 업체 운영 기준서 확정 | 업무 시스템 처리 기록: 다회용기 업체 운영 | 자동 안내 메일 발송 이력: 다회용기 업체 운영 기준서 확정,N,신규,1,1,
총무,사내 서비스 운영,다회용기 업체 운영,다회용기 업체  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 다회용기 업체 운영 결과표 등록 | 업무 시스템 처리 기록: 다회용기 업체 운영 | 자동 안내 메일 발송 이력: 다회용기 업체 운영 결과표 등록,N,신규,2,2,V2-L6-0931
총무,사내 서비스 운영,다회용기 업체 운영,다회용기 업체  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 다회용기 업체 운영 결과표 등록 | 업무 시스템 처리 기록: 다회용기 업체 운영 | 자동 안내 메일 발송 이력: 다회용기 업체 운영 결과표 등록,N,신규,3,3,V2-L6-0419
총무,사내 서비스 운영,다회용기 업체 운영,다회용기 정산내역서 발행,settlement_doc,상시,그룹웨어 결재/문서 이력: 다회용기 정산내역서 발행 | 업무 시스템 처리 기록: 다회용기 업체 운영 | 자동 안내 메일 발송 이력: 다회용기 정산내역서 발행,N,신규,4,4,V2-L6-0420
총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 사무실 레이아웃 관리 기준서 확정 | 업무 시스템 처리 기록: 사무실 레이아웃 관리 | 자동 안내 메일 발송 이력: 사무실 레이아웃 관리 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 사무실 레이아웃 관리 결과표 등록 | 업무 시스템 처리 기록: 사무실 레이아웃 관리 | 자동 안내 메일 발송 이력: 사무실 레이아웃 관리 결과표 등록,N,신규,2,2,V2-L6-0932
총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 사무실 레이아웃 관리 결과 통보 발송 | 업무 시스템 처리 기록: 사무실 레이아웃 관리 | 자동 안내 메일 발송 이력: 사무실 레이아웃 관리 결과 통보 발송,N,신규,3,3,V2-L6-0422
총무,사내 인프라 관리,피트니스 관리,피트니스  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 피트니스 관리 기준서 확정 | 업무 시스템 처리 기록: 피트니스 관리 | 자동 안내 메일 발송 이력: 피트니스 관리 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,피트니스 관리,피트니스  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 피트니스 관리 결과표 등록 | 업무 시스템 처리 기록: 피트니스 관리 | 자동 안내 메일 발송 이력: 피트니스 관리 결과표 등록,N,신규,2,2,V2-L6-1924
총무,사내 인프라 관리,피트니스 관리,피트니스  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 피트니스 관리 결과 통보 발송 | 업무 시스템 처리 기록: 피트니스 관리 | 자동 안내 메일 발송 이력: 피트니스 관리 결과 통보 발송,N,신규,3,3,V2-L6-0423
총무,사내 인프라 관리,사내식당 관리,사내식당  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 사내식당 관리 기준서 확정 | 업무 시스템 처리 기록: 사내식당 관리 | 자동 안내 메일 발송 이력: 사내식당 관리 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,사내식당 관리,사내식당  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 사내식당 관리 결과표 등록 | 업무 시스템 처리 기록: 사내식당 관리 | 자동 안내 메일 발송 이력: 사내식당 관리 결과표 등록,N,신규,2,2,V2-L6-1926
총무,사내 인프라 관리,사내식당 관리,사내식당  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 사내식당 관리 결과 통보 발송 | 업무 시스템 처리 기록: 사내식당 관리 | 자동 안내 메일 발송 이력: 사내식당 관리 결과 통보 발송,N,신규,3,3,V2-L6-0424
총무,사내 인프라 관리,주차장 관리,주차장  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 주차장 관리 기준서 확정 | 업무 시스템 처리 기록: 주차장 관리 | 자동 안내 메일 발송 이력: 주차장 관리 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,주차장 관리,주차장  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 주차장 관리 결과표 등록 | 업무 시스템 처리 기록: 주차장 관리 | 자동 안내 메일 발송 이력: 주차장 관리 결과표 등록,N,신규,2,2,V2-L6-0933
총무,사내 인프라 관리,주차장 관리,주차장  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 주차장 관리 결과 통보 발송 | 업무 시스템 처리 기록: 주차장 관리 | 자동 안내 메일 발송 이력: 주차장 관리 결과 통보 발송,N,신규,3,3,V2-L6-0426
총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","숙박시설  (기숙사, 포레스트) 기준서 확정",approval_doc,상시,"그룹웨어 결재/문서 이력: 숙박시설 운영 (기숙사, 포레스트) 기준서 확정 | 업무 시스템 처리 기록: 숙박시설 운영 (기숙사, 포레스트) | 자동 안내 메일 발송 이력: 숙박시설 운영 (기숙사, 포레스트) 기준서 확정",N,신규,1,1,
총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","숙박시설  (기숙사, 포레스트) 결과표 등록",analysis_report,상시,"그룹웨어 결재/문서 이력: 숙박시설 운영 (기숙사, 포레스트) 결과표 등록 | 업무 시스템 처리 기록: 숙박시설 운영 (기숙사, 포레스트) | 자동 안내 메일 발송 이력: 숙박시설 운영 (기숙사, 포레스트) 결과표 등록",N,신규,2,2,V2-L6-1085
총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","숙박시설  (기숙사, 포레스트) 결과표 등록",analysis_report,상시,"그룹웨어 결재/문서 이력: 숙박시설 운영 (기숙사, 포레스트) 결과표 등록 | 업무 시스템 처리 기록: 숙박시설 운영 (기숙사, 포레스트) | 자동 안내 메일 발송 이력: 숙박시설 운영 (기숙사, 포레스트) 결과표 등록",N,신규,3,3,V2-L6-0809
총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)",포레스트 배정승인서 발행,approval_doc,상시,"그룹웨어 결재/문서 이력: 포레스트 배정승인서 발행 | 업무 시스템 처리 기록: 숙박시설 운영 (기숙사, 포레스트) | 자동 안내 메일 발송 이력: 포레스트 배정승인서 발행",N,신규,4,4,V2-L6-1086
총무,사내 인프라 관리,회의실 운영,회의실  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 회의실 운영 기준서 확정 | 업무 시스템 처리 기록: 회의실 운영 | 자동 안내 메일 발송 이력: 회의실 운영 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,회의실 운영,회의실  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 회의실 운영 결과표 등록 | 업무 시스템 처리 기록: 회의실 운영 | 자동 안내 메일 발송 이력: 회의실 운영 결과표 등록,N,신규,2,2,V2-L6-0935
총무,사내 인프라 관리,회의실 운영,회의실  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 회의실 운영 결과 통보 발송 | 업무 시스템 처리 기록: 회의실 운영 | 자동 안내 메일 발송 이력: 회의실 운영 결과 통보 발송,N,신규,3,3,V2-L6-0428
총무,사내 인프라 관리,외부 사무실 운영,외부 사무실  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 외부 사무실 운영 기준서 확정 | 업무 시스템 처리 기록: 외부 사무실 운영 | 자동 안내 메일 발송 이력: 외부 사무실 운영 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,외부 사무실 운영,외부 사무실  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 외부 사무실 운영 결과표 등록 | 업무 시스템 처리 기록: 외부 사무실 운영 | 자동 안내 메일 발송 이력: 외부 사무실 운영 결과표 등록,N,신규,2,2,V2-L6-0936
총무,사내 인프라 관리,외부 사무실 운영,외부 사무실  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 외부 사무실 운영 결과 통보 발송 | 업무 시스템 처리 기록: 외부 사무실 운영 | 자동 안내 메일 발송 이력: 외부 사무실 운영 결과 통보 발송,N,신규,3,3,V2-L6-0429
총무,사내 인프라 관리,사택 관리,사택  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 사택 관리 기준서 확정 | 업무 시스템 처리 기록: 사택 관리 | 자동 안내 메일 발송 이력: 사택 관리 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,사택 관리,사택  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 사택 관리 결과표 등록 | 업무 시스템 처리 기록: 사택 관리 | 자동 안내 메일 발송 이력: 사택 관리 결과표 등록,N,신규,2,2,V2-L6-0937
총무,사내 인프라 관리,사택 관리,사택  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 사택 관리 결과 통보 발송 | 업무 시스템 처리 기록: 사택 관리 | 자동 안내 메일 발송 이력: 사택 관리 결과 통보 발송,N,신규,3,3,V2-L6-0430
총무,사내 인프라 관리,비품 관리,비품  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 비품 관리 기준서 확정 | 업무 시스템 처리 기록: 비품 관리 | 자동 안내 메일 발송 이력: 비품 관리 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,비품 관리,비품  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 비품 관리 결과표 등록 | 업무 시스템 처리 기록: 비품 관리 | 자동 안내 메일 발송 이력: 비품 관리 결과표 등록,N,신규,2,2,V2-L6-1927
총무,사내 인프라 관리,비품 관리,비품  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 비품 관리 결과 통보 발송 | 업무 시스템 처리 기록: 비품 관리 | 자동 안내 메일 발송 이력: 비품 관리 결과 통보 발송,N,신규,3,3,V2-L6-0431
총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 임직원 사진관리 기준서 확정 | 업무 시스템 처리 기록: 임직원 사진관리 | 자동 안내 메일 발송 이력: 임직원 사진관리 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 임직원 사진관리 결과표 등록 | 업무 시스템 처리 기록: 임직원 사진관리 | 자동 안내 메일 발송 이력: 임직원 사진관리 결과표 등록,N,신규,2,2,V2-L6-1929
총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 임직원 사진관리 결과 통보 발송 | 업무 시스템 처리 기록: 임직원 사진관리 | 자동 안내 메일 발송 이력: 임직원 사진관리 결과 통보 발송,N,신규,3,3,V2-L6-0432
총무,사내 인프라 관리,건물 관리 (공조 등),건물  (공조 등) 기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 건물 관리 (공조 등) 기준서 확정 | 업무 시스템 처리 기록: 건물 관리 (공조 등) | 자동 안내 메일 발송 이력: 건물 관리 (공조 등) 기준서 확정,N,신규,1,1,
총무,사내 인프라 관리,건물 관리 (공조 등),건물  (공조 등) 결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 건물 관리 (공조 등) 결과표 등록 | 업무 시스템 처리 기록: 건물 관리 (공조 등) | 자동 안내 메일 발송 이력: 건물 관리 (공조 등) 결과표 등록,N,신규,2,2,V2-L6-1930
총무,사내 인프라 관리,건물 관리 (공조 등),건물  (공조 등) 결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 건물 관리 (공조 등) 결과 통보 발송 | 업무 시스템 처리 기록: 건물 관리 (공조 등) | 자동 안내 메일 발송 이력: 건물 관리 (공조 등) 결과 통보 발송,N,신규,3,3,V2-L6-0434
총무,임직원 지원,임원 지원,임원 지원 기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 임원 지원 기준서 확정 | 업무 시스템 처리 기록: 임원 지원 | 자동 안내 메일 발송 이력: 임원 지원 기준서 확정,N,신규,1,1,
총무,임직원 지원,임원 지원,임원 지원 결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 임원 지원 결과표 등록 | 업무 시스템 처리 기록: 임원 지원 | 자동 안내 메일 발송 이력: 임원 지원 결과표 등록,N,신규,2,2,V2-L6-0435
총무,임직원 지원,임원 지원,임원 지원 결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 임원 지원 결과 통보 발송 | 업무 시스템 처리 기록: 임원 지원 | 자동 안내 메일 발송 이력: 임원 지원 결과 통보 발송,N,신규,3,3,V2-L6-2059
총무,임직원 지원,임직원 출장지원,임직원 출장지원 기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 임직원 출장지원 기준서 확정 | 업무 시스템 처리 기록: 임직원 출장지원 | 자동 안내 메일 발송 이력: 임직원 출장지원 기준서 확정,N,신규,1,1,
총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 임직원 출장지원 결과표 등록 | 업무 시스템 처리 기록: 임직원 출장지원 | 자동 안내 메일 발송 이력: 임직원 출장지원 결과표 등록,N,신규,2,2,V2-L6-0938
총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 임직원 출장지원 결과 통보 발송 | 업무 시스템 처리 기록: 임직원 출장지원 | 자동 안내 메일 발송 이력: 임직원 출장지원 결과 통보 발송,N,신규,3,3,V2-L6-0436
총무,차량 관리,법인 차량 관리,법인 차량  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 법인 차량 관리 기준서 확정 | 업무 시스템 처리 기록: 법인 차량 관리 | 자동 안내 메일 발송 이력: 법인 차량 관리 기준서 확정,N,신규,1,1,
총무,차량 관리,법인 차량 관리,법인 차량  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 법인 차량 관리 결과표 등록 | 업무 시스템 처리 기록: 법인 차량 관리 | 자동 안내 메일 발송 이력: 법인 차량 관리 결과표 등록,N,신규,2,2,V2-L6-0939
총무,차량 관리,법인 차량 관리,법인 차량  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 법인 차량 관리 결과 통보 발송 | 업무 시스템 처리 기록: 법인 차량 관리 | 자동 안내 메일 발송 이력: 법인 차량 관리 결과 통보 발송,N,신규,3,3,V2-L6-0437
총무,차량 관리,운전기사 관리,운전기사  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 운전기사 관리 기준서 확정 | 업무 시스템 처리 기록: 운전기사 관리 | 자동 안내 메일 발송 이력: 운전기사 관리 기준서 확정,N,신규,1,1,
총무,차량 관리,운전기사 관리,운전기사  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 운전기사 관리 결과표 등록 | 업무 시스템 처리 기록: 운전기사 관리 | 자동 안내 메일 발송 이력: 운전기사 관리 결과표 등록,N,신규,2,2,V2-L6-1932
총무,차량 관리,운전기사 관리,운전기사  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 운전기사 관리 결과 통보 발송 | 업무 시스템 처리 기록: 운전기사 관리 | 자동 안내 메일 발송 이력: 운전기사 관리 결과 통보 발송,N,신규,3,3,V2-L6-0438
총무,차량 관리,업무버스 관리,업무버스  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 업무버스 관리 기준서 확정 | 업무 시스템 처리 기록: 업무버스 관리 | 자동 안내 메일 발송 이력: 업무버스 관리 기준서 확정,N,신규,1,1,
총무,차량 관리,업무버스 관리,업무버스  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 업무버스 관리 결과표 등록 | 업무 시스템 처리 기록: 업무버스 관리 | 자동 안내 메일 발송 이력: 업무버스 관리 결과표 등록,N,신규,2,2,V2-L6-0940
총무,차량 관리,업무버스 관리,업무버스  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 업무버스 관리 결과 통보 발송 | 업무 시스템 처리 기록: 업무버스 관리 | 자동 안내 메일 발송 이력: 업무버스 관리 결과 통보 발송,N,신규,3,3,V2-L6-0439
총무,협력사 관리,입점업체 운영,입점업체  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 입점업체 운영 기준서 확정 | 업무 시스템 처리 기록: 입점업체 운영 | 자동 안내 메일 발송 이력: 입점업체 운영 기준서 확정,N,신규,1,1,
총무,협력사 관리,입점업체 운영,입점업체  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 입점업체 운영 결과표 등록 | 업무 시스템 처리 기록: 입점업체 운영 | 자동 안내 메일 발송 이력: 입점업체 운영 결과표 등록,N,신규,2,2,V2-L6-0941
총무,협력사 관리,입점업체 운영,입점업체  결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 입점업체 운영 결과 통보 발송 | 업무 시스템 처리 기록: 입점업체 운영 | 자동 안내 메일 발송 이력: 입점업체 운영 결과 통보 발송,N,신규,3,3,V2-L6-0440
총무,협력사 관리,상주협력사 관리,상주협력사  기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 상주협력사 관리 기준서 확정 | 업무 시스템 처리 기록: 상주협력사 관리 | 자동 안내 메일 발송 이력: 상주협력사 관리 기준서 확정,N,신규,1,1,
총무,협력사 관리,상주협력사 관리,상주협력사  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 상주협력사 관리 결과표 등록 | 업무 시스템 처리 기록: 상주협력사 관리 | 자동 안내 메일 발송 이력: 상주협력사 관리 결과표 등록,N,신규,2,2,V2-L6-1933
총무,협력사 관리,상주협력사 관리,상주협력사  결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 상주협력사 관리 결과표 등록 | 업무 시스템 처리 기록: 상주협력사 관리 | 자동 안내 메일 발송 이력: 상주협력사 관리 결과표 등록,N,신규,3,3,V2-L6-0442
총무,협력사 관리,상주협력사 관리,상주협력사 처리 결과 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 상주협력사 처리 결과 확정 | 업무 시스템 처리 기록: 상주협력사 관리 | 자동 안내 메일 발송 이력: 상주협력사 처리 결과 확정,N,신규,4,4,V2-L6-0443
총무,공통,파견자 문의 대응,파견자 문의 대응 기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: 파견자 문의 대응 기준서 확정 | 업무 시스템 처리 기록: 파견자 문의 대응 | 자동 안내 메일 발송 이력: 파견자 문의 대응 기준서 확정,N,신규,1,1,
총무,공통,파견자 문의 대응,파견자 문의 대응 결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: 파견자 문의 대응 결과표 등록 | 업무 시스템 처리 기록: 파견자 문의 대응 | 자동 안내 메일 발송 이력: 파견자 문의 대응 결과표 등록,N,신규,2,2,V2-L6-0444
총무,공통,파견자 문의 대응,파견자 문의 대응 결과 통보 발송 완료,notification_doc,상시,그룹웨어 결재/문서 이력: 파견자 문의 대응 결과 통보 발송 | 업무 시스템 처리 기록: 파견자 문의 대응 | 자동 안내 메일 발송 이력: 파견자 문의 대응 결과 통보 발송,N,신규,3,3,V2-L6-0445
노사,조직문화,Change Agent,Change Agent 기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: Change Agent 기준서 확정 | 업무 시스템 처리 기록: Change Agent | 자동 안내 메일 발송 이력: Change Agent 기준서 확정,N,신규,1,1,
노사,조직문화,Change Agent,Change Agent 결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: Change Agent 결과표 등록 | 업무 시스템 처리 기록: Change Agent | 자동 안내 메일 발송 이력: Change Agent 결과표 등록,N,신규,2,2,V2-L6-1935
노사,조직문화,Change Agent,Change Agent 결과표 등록,analysis_report,상시,그룹웨어 결재/문서 이력: Change Agent 결과표 등록 | 업무 시스템 처리 기록: Change Agent | 자동 안내 메일 발송 이력: Change Agent 결과표 등록,N,신규,3,3,V2-L6-0446
노사,조직문화,Change Agent,CA 우수사례집 발행,casebook,상시,그룹웨어 결재/문서 이력: CA 우수사례집 발행 | 업무 시스템 처리 기록: Change Agent | 자동 안내 메일 발송 이력: CA 우수사례집 발행,N,신규,4,4,V2-L6-0447
노사,조직문화,SCI 진단,SCI 진단 기준서 확정,approval_doc,상시,그룹웨어 결재/문서 이력: SCI 진단 기준서 확정 | 업무 시스템 처리 기록: SCI 진단 | 자동 안내 메일 발송 이력: SCI 진단 기준서 확정,N,신규,1,1,
