Activity_ID,L3(도메인),L4,L5,L6 Name,Output Type,Cadence,Digital Trace,규칙 위반 여부(Y/N),구분,seq,sequence_no,pre_dependency
V2-L6-0036,총무,사내 인프라 관리,주차장 관리,주차장  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0035
V2-L6-0037,총무,사내 인프라 관리,주차장 관리,주차장  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0036
V2-L6-0038,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","숙박시설  (기숙사, 포레스트) 기준서 확정",approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0039,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설  (기숙사, 포레스트) 결과표 등록",analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0038
V2-L6-0040,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설  (기숙사, 포레스트) 결과표 등록",analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0039
V2-L6-0041,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)",포레스트 배정승인서 발행,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,4,4,V2-L6-0040
V2-L6-0042,총무,사내 인프라 관리,회의실 운영,회의실  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0043,총무,사내 인프라 관리,회의실 운영,회의실  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0042
V2-L6-0044,총무,사내 인프라 관리,회의실 운영,회의실  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0043
V2-L6-0045,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0046,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0045
V2-L6-0047,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0046
V2-L6-0048,총무,사내 인프라 관리,사택 관리,사택  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0049,총무,사내 인프라 관리,사택 관리,사택  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0048
V2-L6-0050,총무,사내 인프라 관리,사택 관리,사택  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0049
V2-L6-0051,총무,사내 인프라 관리,비품 관리,비품  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0052,총무,사내 인프라 관리,비품 관리,비품  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0051
V2-L6-0053,총무,사내 인프라 관리,비품 관리,비품  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0052
V2-L6-0054,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0055,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0054
V2-L6-0056,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0055
V2-L6-0057,총무,사내 인프라 관리,건물 관리 (공조 등),건물  (공조 등) 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0058,총무,사내 인프라 관리,건물 관리 (공조 등),건물  (공조 등) 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0057
V2-L6-0059,총무,사내 인프라 관리,건물 관리 (공조 등),건물  (공조 등) 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0058
V2-L6-0060,총무,임직원 지원,임원 지원,임원 지원 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0061,총무,임직원 지원,임원 지원,임원 지원 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0060
V2-L6-0062,총무,임직원 지원,임원 지원,임원 지원 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0061
V2-L6-0063,총무,임직원 지원,임직원 출장지원,임직원 출장지원 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0064,총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0063
V2-L6-0065,총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0064
V2-L6-0066,총무,차량 관리,법인 차량 관리,법인 차량  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0067,총무,차량 관리,법인 차량 관리,법인 차량  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0066
V2-L6-0068,총무,차량 관리,법인 차량 관리,법인 차량  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0067
V2-L6-0069,총무,차량 관리,운전기사 관리,운전기사  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0070,총무,차량 관리,운전기사 관리,운전기사  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0069
V2-L6-0071,총무,차량 관리,운전기사 관리,운전기사  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0070
V2-L6-0072,총무,차량 관리,업무버스 관리,업무버스  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0073,총무,차량 관리,업무버스 관리,업무버스  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0072
V2-L6-0074,총무,차량 관리,업무버스 관리,업무버스  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0073
V2-L6-0075,총무,협력사 관리,입점업체 운영,입점업체  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0076,총무,협력사 관리,입점업체 운영,입점업체  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0075
V2-L6-0077,총무,협력사 관리,입점업체 운영,입점업체  결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0076
V2-L6-0078,총무,협력사 관리,상주협력사 관리,상주협력사  기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0079,총무,협력사 관리,상주협력사 관리,중간 상주협력사  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0078
V2-L6-0080,총무,협력사 관리,상주협력사 관리,중간 상주협력사  결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0079
V2-L6-0081,총무,협력사 관리,상주협력사 관리,상주협력사 처리 결과 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,4,4,V2-L6-0080
V2-L6-0082,총무,공통,파견자 문의 대응,파견자 문의 대응 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0083,총무,공통,파견자 문의 대응,파견자 문의 대응 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0082
V2-L6-0084,총무,공통,파견자 문의 대응,파견자 문의 대응 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0083
V2-L6-0085,노사,조직문화,Change Agent,Change Agent 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0086,노사,조직문화,Change Agent,중간 Change Agent 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0085
V2-L6-0087,노사,조직문화,Change Agent,중간 Change Agent 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0086
V2-L6-0088,노사,조직문화,Change Agent,CA 우수사례집 발행,casebook,상시,업무 처리 이력 로그 | 결과 데이터 저장 이력 | CA 우수사례집 발행 관련 증빙 기록,N,신규,4,4,V2-L6-0087
V2-L6-0089,노사,조직문화,SCI 진단,SCI 진단 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0090,노사,조직문화,SCI 진단,중간 SCI 진단 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0089
V2-L6-0091,노사,조직문화,SCI 진단,중간 SCI 진단 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0090
V2-L6-0092,노사,조직문화,SCI 진단,SCI 진단 결과리포트 발행,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,4,4,V2-L6-0091
V2-L6-0093,노사,조직문화,My Pulse 서베이,My Pulse 서베이 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0094,노사,조직문화,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0093
V2-L6-0095,노사,조직문화,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0094
V2-L6-0096,노사,조직문화,My Pulse 서베이,My Pulse 결과리포트 발행,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,4,4,V2-L6-0095
V2-L6-0097,노사,협의회,협의회,협의회 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0098,노사,협의회,협의회,협의회 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0097
V2-L6-0099,노사,협의회,협의회,협의회 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0098
V2-L6-0100,노사,노동조합,단체교섭,단체교섭 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0101,노사,노동조합,단체교섭,단체교섭 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0100
V2-L6-0102,노사,노동조합,단체교섭,단체교섭 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0101
V2-L6-0103,노사,노동조합,단체협약,단체협약 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0104,노사,노동조합,단체협약,단체협약 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0103
V2-L6-0105,노사,노동조합,단체협약,단체협약 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0104
V2-L6-0106,노사,ER,직장내괴롭힘,직장내괴롭힘 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0107,노사,ER,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0106
V2-L6-0108,노사,ER,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0107
V2-L6-0109,노사,ER,직장내괴롭힘,직장내괴롭힘 처리 결과 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,4,4,V2-L6-0108
V2-L6-0110,노사,ER,희망퇴직,희망퇴직 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0111,노사,ER,희망퇴직,중간 희망퇴직 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0110
V2-L6-0112,노사,ER,희망퇴직,중간 희망퇴직 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0111
V2-L6-0113,노사,ER,희망퇴직,퇴직패키지 정산서 발행,settlement_doc,수시,ERP 전표 번호 생성 로그 | 결재 완료 데이터 | 정산 반영 이력,N,신규,4,4,V2-L6-0112
V2-L6-0114,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0115,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0114
V2-L6-0116,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0115
V2-L6-0117,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0118,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0117
V2-L6-0119,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0118
V2-L6-0120,노사,사건사고 관리,면담기록/요약,면담기록/요약 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0121,노사,사건사고 관리,면담기록/요약,면담기록/요약 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0120
V2-L6-0122,노사,사건사고 관리,면담기록/요약,면담기록/요약 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0121
V2-L6-0123,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0124,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0123
V2-L6-0125,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0124
V2-L6-0126,노사,사건사고 관리,징계양정 제안,징계양정 제안 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0127,노사,사건사고 관리,징계양정 제안,징계양정 제안 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0126
