[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
인력운영,인력이동,사내 Job Posting,Post 확정 후 J/P 실시,인력운영,인력이동,J/P 기획 및 수요조사,사내 게시판 J/P 공식 공고문 배포,Digital Worker,작성된 공고문을 사내 인트라넷에 시스템 업로드
인력운영,인력이동,사내 Job Posting,지원자 지원 자격 검토,인력운영,인력이동,J/P 선발 운영,사내 전배 규정(근속연수/고과) 미달자 필터링 추출,Digital Worker,ERP 데이터 연동을 통한 지원 자격 시스템 1차 필터링
인력운영,인력이동,사내 Job Posting,지원서 평가,인력운영,인력이동,J/P 선발 운영,현업 J/P 서류 평가 결과표 취합,Digital Worker,현업 부서장의 검토 결과 시스템 등록분 취합
인력운영,인력이동,사내 Job Posting,지원서 평가결과 검토 후 면접 대상자 확정,인력운영,인력이동,J/P 선발 운영,J/P 면접 대상자 명단 확정,HR,최종 면접에 올릴 대상자 규모 HR 컨펌
인력운영,인력이동,사내 Job Posting,면접 진행 및 평가,인력운영,인력이동,J/P 선발 운영,J/P 화상 면접 링크 및 일정 안내 발송,Digital Worker,대상자에게 시스템 자동 알림 발송
인력운영,인력이동,사내 Job Posting,면접평가 결과 검토,인력운영,인력이동,J/P 선발 운영,J/P 최종 전입 합격자 명단 확정,HR,면접 결과를 바탕으로 전입 부서장과 조율 후 합격자 확정
인력운영,인력이동,사내 Job Posting,사업부간/부서간 인력 적정성 검토,인력운영,인력이동,J/P 사후 조치,전출/전입 부서장 간 실이동 일정 합의안 확정,HR,부서장 간의 이해관계 충돌(언제 빼줄 것인가) 조율 및 최종 일정 협상
인력운영,인력이동,사내 Job Posting,서류/면접 합불 통보,인력운영,인력이동,J/P 사후 조치,J/P 전형 최종 결과(합/불) 메일 발송,Digital Worker,전체 결과 시스템 일괄 발송
인력운영,인력이동,사내 Job Posting,전배발령,인력운영,인력이동,J/P 사후 조치,J/P 합격자 인사 발령 ERP 등록,Digital Worker,확정된 실이동 일정에 맞춰 발령 데이터 시스템 적재
인력운영,인력이동,개별 전배,충원 요청,인력운영,인력이동,부서간 개별 전배,현업 부서 전배 충원 요청서 접수,Digital Worker,시스템상 요청 결재 라인 접수 로그
인력운영,인력이동,개별 전배,충원 타당성 검토,인력운영,인력이동,부서간 개별 전배,개별 전배 타당성 및 조직 영향도 검토안 확정,HR,정말 꼭 필요한 전배인지 인력 효율화 관점의 심층 분석
인력운영,인력이동,개별 전배,적합 인력 서칭 및 Pool 구축,인력운영,인력이동,부서간 개별 전배,조건 부합 타겟 인력 리스트 추출,Digital Worker,HR DB에서 특정 스킬/연차 보유자 조건 검색 및 엑셀 다운로드
인력운영,인력이동,개별 전배,타겟 인력 할애 요청 / 할애 여부 검토,인력운영,인력이동,부서간 개별 전배,전출 부서장 대상 할애 동의 결과 확정,HR,차출 대상 부서장과의 면담 및 협의를 통한 동의 도출
인력운영,인력이동,개별 전배,전배 발령,인력운영,인력이동,부서간 개별 전배,개별 전배 인사 발령 ERP 등록,Digital Worker,확정된 전배 내역 시스템 반영
인력운영,휴복직,휴직,휴직 신청,인력운영,휴복직,휴직 신청 접수 및 1차 심사,휴직 규정 및 잔여일수 안내 챗봇 발송,Digital Worker,직원의 규정 및 잔여일수 단순 문의를 챗봇이 대응
인력운영,휴복직,휴직,휴직원 작성 및 신청,인력운영,휴복직,휴직 신청 접수 및 1차 심사,휴직원 및 증빙 서류 시스템 접수,Digital Worker,시스템을 통한 제출서류 자동 분류 및 접수
인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토",인력운영,휴복직,휴직 신청 접수 및 1차 심사,휴직 진단서/가족관계증명서 원본 육안 대조,SSC,위변조 방지를 위한 법적 서류의 육안 진위여부 대조 패키지 이관
인력운영,휴복직,휴직,휴직 면담,인력운영,휴복직,휴직 예외 심사,특이/반려 케이스 면담 결과 확정,HR,"번아웃, 조직 갈등 등 HR 개입이 필요한 정성적 면담 진행"
인력운영,휴복직,휴직,휴직 행정사항 안내,인력운영,휴복직,휴직 사후 처리,휴직자 대상 급여/보험 변동사항 안내 메일 발송,Digital Worker,휴직 확정 시 템플릿에 따른 안내문 발송
인력운영,휴복직,휴직,휴직 발령,인력운영,휴복직,휴직 사후 처리,휴직 발령 상태 ERP 등록,Digital Worker,기계적 시스템 상태 변경 적용
인력운영,휴복직,복직,"복직 안내(한달전, 일주일전)",인력운영,휴복직,복직 지원 관리,복직 예정일 도래 안내 및 의사확인 메일 발송,Digital Worker,복직 1달 전 트리거에 의한 시스템 자동 발송
인력운영,휴복직,복직,복직원 작성 및 신청,인력운영,휴복직,복직 지원 관리,복직원 시스템 접수,Digital Worker,전자결재 시스템 수발신
인력운영,휴복직,복직,출근 및 행정사항 처리,인력운영,휴복직,복직 지원 관리,복직자 부서 배치 및 좌석 확정,HR,기존 부서 T/O 또는 직무 변경을 고려한 인력 재배치 판단
인력운영,휴복직,복직,휴직 발령 수정,인력운영,휴복직,복직 지원 관리,복직 발령 상태 ERP 등록,Digital Worker,시스템 상태 원복 적재
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립,제도,업적/피어평가 기획,피어리뷰 운영 기획,당해년도 피어리뷰 평가 지표 및 문항표 확정,HR,조직 방향성에 맞는 다면평가 지표 설계 기획
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,업적/피어평가 기획,피어리뷰 운영 기획,평가자 가이드라인 메뉴얼 사내 배포,Digital Worker,확정된 메뉴얼을 인트라넷 게시 및 일괄 메일 전송
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅,제도,업적/피어평가 기획,평가 시스템 세팅,평가 기간 및 대상자 그룹웨어 설정 등록,Digital Worker,단순 어드민 설정값 입력 작업
