[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,Activity_ID,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,Cadence,Output Type,Change_Logic
총무,사내 인프라 관리,회의실 운영,(원본 L6 미기재),V2-L6-0042,총무,사내 인프라 관리,회의실 운영,과정 운영 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,회의실 운영,(원본 L6 미기재),V2-L6-0043,총무,사내 인프라 관리,회의실 운영,과정 운영 수정본 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,회의실 운영,(원본 L6 미기재),V2-L6-0044,총무,사내 인프라 관리,회의실 운영,과정 운영 승인 결재 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,외부 사무실 운영,(원본 L6 미기재),V2-L6-0045,총무,사내 인프라 관리,외부 사무실 운영,과정설문 취합/분석 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,외부 사무실 운영,(원본 L6 미기재),V2-L6-0046,총무,사내 인프라 관리,외부 사무실 운영,과정설문 취합/분석 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,외부 사무실 운영,(원본 L6 미기재),V2-L6-0047,총무,사내 인프라 관리,외부 사무실 운영,과정설문 취합/분석 수정본 반영 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,사택 관리,(원본 L6 미기재),V2-L6-0048,총무,사내 인프라 관리,사택 관리,과정설문 취합/분석 승인 결재 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,사택 관리,(원본 L6 미기재),V2-L6-0049,총무,사내 인프라 관리,사택 관리,과정설문 취합/분석 공지문 발송 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,사택 관리,(원본 L6 미기재),V2-L6-0050,총무,사내 인프라 관리,사택 관리,과정설문 취합/분석 시스템 반영 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,비품 관리,(원본 L6 미기재),V2-L6-0051,총무,사내 인프라 관리,비품 관리,과정설문 취합/분석 시행 내역 등록 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,비품 관리,(원본 L6 미기재),V2-L6-0052,총무,사내 인프라 관리,비품 관리,교육 실행 계획 수립 초안 문서 작성 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,비품 관리,(원본 L6 미기재),V2-L6-0053,총무,사내 인프라 관리,비품 관리,교육 실행 계획 수립 검토 의견 수합 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,임직원 사진관리,(원본 L6 미기재),V2-L6-0054,총무,사내 인프라 관리,임직원 사진관리,교육 실행 계획 수립 수정본 반영 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,임직원 사진관리,(원본 L6 미기재),V2-L6-0055,총무,사내 인프라 관리,임직원 사진관리,교육 실행 계획 수립 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,임직원 사진관리,(원본 L6 미기재),V2-L6-0056,총무,사내 인프라 관리,임직원 사진관리,교육 예산 계획 수립 초안 문서 작성 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,건물 관리 (공조 등),(원본 L6 미기재),V2-L6-0057,총무,사내 인프라 관리,건물 관리 (공조 등),교육 예산 계획 수립 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,건물 관리 (공조 등),(원본 L6 미기재),V2-L6-0058,총무,사내 인프라 관리,건물 관리 (공조 등),교육 예산 계획 수립 수정본 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,사내 인프라 관리,건물 관리 (공조 등),(원본 L6 미기재),V2-L6-0059,총무,사내 인프라 관리,건물 관리 (공조 등),교육 예산 계획 수립 승인 결재 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,임직원 지원,임원 지원,(원본 L6 미기재),V2-L6-0060,총무,임직원 지원,임원 지원,내/외부 강사관리 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,임직원 지원,임원 지원,(원본 L6 미기재),V2-L6-0061,총무,임직원 지원,임원 지원,내/외부 강사관리 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,임직원 지원,임원 지원,(원본 L6 미기재),V2-L6-0062,총무,임직원 지원,임원 지원,내/외부 강사관리 수정본 반영 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,임직원 지원,임직원 출장지원,(원본 L6 미기재),V2-L6-0063,총무,임직원 지원,임직원 출장지원,내/외부 강사관리 승인 결재 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,임직원 지원,임직원 출장지원,(원본 L6 미기재),V2-L6-0064,총무,임직원 지원,임직원 출장지원,내/외부 강사관리 공지문 발송 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,임직원 지원,임직원 출장지원,(원본 L6 미기재),V2-L6-0065,총무,임직원 지원,임직원 출장지원,내/외부 강사관리 시스템 반영 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,법인 차량 관리,(원본 L6 미기재),V2-L6-0066,총무,차량 관리,법인 차량 관리,내/외부 강사관리 시행 내역 등록 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,법인 차량 관리,(원본 L6 미기재),V2-L6-0067,총무,차량 관리,법인 차량 관리,대상자 모집/선발 초안 문서 작성 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,법인 차량 관리,(원본 L6 미기재),V2-L6-0068,총무,차량 관리,법인 차량 관리,대상자 모집/선발 검토 의견 수합 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,운전기사 관리,(원본 L6 미기재),V2-L6-0069,총무,차량 관리,운전기사 관리,대상자 모집/선발 수정본 반영 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,운전기사 관리,(원본 L6 미기재),V2-L6-0070,총무,차량 관리,운전기사 관리,대상자 모집/선발 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,운전기사 관리,(원본 L6 미기재),V2-L6-0071,총무,차량 관리,운전기사 관리,대상자 모집/선발 공지문 발송 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,업무버스 관리,(원본 L6 미기재),V2-L6-0072,총무,차량 관리,업무버스 관리,대상자 모집/선발 시스템 반영 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,업무버스 관리,(원본 L6 미기재),V2-L6-0073,총무,차량 관리,업무버스 관리,대상자 모집/선발 시행 내역 등록 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,차량 관리,업무버스 관리,(원본 L6 미기재),V2-L6-0074,총무,차량 관리,업무버스 관리,성과분석/결과보고 초안 문서 작성 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,협력사 관리,입점업체 운영,(원본 L6 미기재),V2-L6-0075,총무,협력사 관리,입점업체 운영,성과분석/결과보고 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,협력사 관리,입점업체 운영,(원본 L6 미기재),V2-L6-0076,총무,협력사 관리,입점업체 운영,성과분석/결과보고 수정본 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,협력사 관리,입점업체 운영,(원본 L6 미기재),V2-L6-0077,총무,협력사 관리,입점업체 운영,성과분석/결과보고 승인 결재 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,협력사 관리,상주협력사 관리,(원본 L6 미기재),V2-L6-0078,총무,협력사 관리,상주협력사 관리,성과분석/결과보고 공지문 발송 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,협력사 관리,상주협력사 관리,(원본 L6 미기재),V2-L6-0079,총무,협력사 관리,상주협력사 관리,성과분석/결과보고 시스템 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,협력사 관리,상주협력사 관리,(원본 L6 미기재),V2-L6-0080,총무,협력사 관리,상주협력사 관리,성과분석/결과보고 시행 내역 등록 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,협력사 관리,상주협력사 관리,(원본 L6 미기재),V2-L6-0081,총무,협력사 관리,상주협력사 관리,수료 관리 및 경비처리 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,공통,파견자 문의 대응,(원본 L6 미기재),V2-L6-0082,총무,공통,파견자 문의 대응,수료 관리 및 경비처리 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,공통,파견자 문의 대응,(원본 L6 미기재),V2-L6-0083,총무,공통,파견자 문의 대응,수료 관리 및 경비처리 수정본 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
총무,공통,파견자 문의 대응,(원본 L6 미기재),V2-L6-0084,총무,공통,파견자 문의 대응,수료 관리 및 경비처리 승인 결재 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0085,노사,조직문화,Change Agent,수료 관리 및 경비처리 공지문 발송 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0086,노사,조직문화,Change Agent,수료 관리 및 경비처리 시스템 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0087,노사,조직문화,Change Agent,수료 관리 및 경비처리 시행 내역 등록 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0088,노사,조직문화,Change Agent,운영준비(인프라 셋팅 등) 초안 문서 작성 완료,상시,casebook,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0089,노사,조직문화,SCI 진단,운영준비(인프라 셋팅 등) 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0090,노사,조직문화,SCI 진단,운영준비(인프라 셋팅 등) 수정본 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0091,노사,조직문화,SCI 진단,운영준비(인프라 셋팅 등) 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0092,노사,조직문화,SCI 진단,입과안내/교육생 관리 초안 문서 작성 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0093,노사,조직문화,My Pulse 서베이,입과안내/교육생 관리 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0094,노사,조직문화,My Pulse 서베이,입과안내/교육생 관리 수정본 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0095,노사,조직문화,My Pulse 서베이,입과안내/교육생 관리 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0096,노사,조직문화,My Pulse 서베이,입과안내/교육생 관리 공지문 발송 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,협의회,협의회,(원본 L6 미기재),V2-L6-0097,노사,협의회,협의회,입과안내/교육생 관리 시스템 반영 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,협의회,협의회,(원본 L6 미기재),V2-L6-0098,노사,협의회,협의회,입과안내/교육생 관리 시행 내역 등록 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,협의회,협의회,(원본 L6 미기재),V2-L6-0099,노사,협의회,협의회,전사 교육 전략 기획 초안 문서 작성 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,노동조합,단체교섭,(원본 L6 미기재),V2-L6-0100,노사,노동조합,단체교섭,전사 교육 전략 기획 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,노동조합,단체교섭,(원본 L6 미기재),V2-L6-0101,노사,노동조합,단체교섭,전사 교육 전략 기획 수정본 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,노동조합,단체교섭,(원본 L6 미기재),V2-L6-0102,노사,노동조합,단체교섭,전사 교육 전략 기획 승인 결재 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,노동조합,단체협약,(원본 L6 미기재),V2-L6-0103,노사,노동조합,단체협약,강의안 및 교보재 개발 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,노동조합,단체협약,(원본 L6 미기재),V2-L6-0104,노사,노동조합,단체협약,강의안 및 교보재 개발 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,노동조합,단체협약,(원본 L6 미기재),V2-L6-0105,노사,노동조합,단체협약,강의안 및 교보재 개발 수정본 반영 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0106,노사,ER,직장내괴롭힘,강의안 및 교보재 개발 승인 결재 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0107,노사,ER,직장내괴롭힘,강의안 및 교보재 개발 공지문 발송 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0108,노사,ER,직장내괴롭힘,강의안 및 교보재 개발 시스템 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0109,노사,ER,직장내괴롭힘,강의안 및 교보재 개발 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,ER,희망퇴직,(원본 L6 미기재),V2-L6-0110,노사,ER,희망퇴직,강의안 및 교보재 개발 검토 의견 수합 완료,수시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,ER,희망퇴직,(원본 L6 미기재),V2-L6-0111,노사,ER,희망퇴직,강의안 및 교보재 개발 수정본 반영 완료,수시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
노사,ER,희망퇴직,(원본 L6 미기재),V2-L6-0112,노사,ER,희망퇴직,강의안 및 교보재 개발 승인 결재 완료,수시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
