[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,Activity_ID,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,Cadence,Output Type,Change_Logic,L3(도메인)
교육니즈분석,교육대상 분석,임직원 현황 분석(규모/직무/사업부/보직),V2-L6-0861,의사결정·승인 프로세스 그룹,교육대상 분석 [기준확정],교육대상 분석 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,교육대상 분석,임직원 현황 분석(규모/직무/사업부/보직),V2-L6-0862,실행·반영 프로세스 그룹,교육대상 분석 [실행등록],중간 교육대상 분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,교육대상 분석,특수 국적/언어 등,V2-L6-0863,실행·반영 프로세스 그룹,교육대상 분석 [통보인계],중간 교육대상 분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,교육대상 분석,역량 분석(교육이력/자격),V2-L6-0864,사후관리·정착 프로세스 그룹,교육대상 분석 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,요구사항분석,경영진요구사항 분석,V2-L6-0853,의사결정·승인 프로세스 그룹,요구사항분석 [기준확정],요구사항분석 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,요구사항분석,경영진요구사항 분석,V2-L6-0854,실행·반영 프로세스 그룹,요구사항분석 [실행등록],중간 요구사항분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,요구사항분석,임직원 요구사항 분석,V2-L6-0855,실행·반영 프로세스 그룹,요구사항분석 [통보인계],중간 요구사항분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,요구사항분석,임직원 요구사항 분석,V2-L6-0856,운영 공통 프로세스 그룹,요구사항분석 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,커리큘럼 기획,전년도 결과 리뷰/분석,V2-L6-0865,의사결정·승인 프로세스 그룹,커리큘럼 기획 [기준확정],커리큘럼 기획 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,커리큘럼 기획,전년도 결과 리뷰/분석,V2-L6-0866,실행·반영 프로세스 그룹,커리큘럼 기획 [실행등록],중간 커리큘럼 기획 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,커리큘럼 기획,인사이트 발굴,V2-L6-0867,실행·반영 프로세스 그룹,커리큘럼 기획 [통보인계],중간 커리큘럼 기획 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,커리큘럼 기획,우선순위 도출,V2-L6-0868,운영 공통 프로세스 그룹,커리큘럼 기획 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,트렌드분석,환경변화 자료검색/리서치,V2-L6-0857,의사결정·승인 프로세스 그룹,트렌드분석 [기준확정],트렌드분석 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,트렌드분석,환경변화 자료검색/리서치,V2-L6-0858,실행·반영 프로세스 그룹,트렌드분석 [실행등록],중간 트렌드분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,트렌드분석,환경변화 관련 인사이트 발굴,V2-L6-0859,실행·반영 프로세스 그룹,트렌드분석 [통보인계],중간 트렌드분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육니즈분석,트렌드분석,환경변화 관련 인사이트 발굴,V2-L6-0860,운영 공통 프로세스 그룹,트렌드분석 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설,V2-L6-0788,의사결정·승인 프로세스 그룹,과정 개설 [기준확정],과정 개설 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설,V2-L6-0789,실행·반영 프로세스 그룹,과정 개설 [실행등록],중간 과정 개설 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설,V2-L6-0790,실행·반영 프로세스 그룹,과정 개설 [통보인계],중간 과정 개설 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설,V2-L6-0791,운영 공통 프로세스 그룹,과정 개설 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 운영,강의장 점검,V2-L6-0817,의사결정·승인 프로세스 그룹,과정 운영 [기준확정],과정  기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 운영,강사 영접,V2-L6-0818,실행·반영 프로세스 그룹,과정 운영 [실행등록],중간 과정  결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행,V2-L6-0819,실행·반영 프로세스 그룹,과정 운영 [통보인계],중간 과정  결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정 운영,강의내용 통역(필요시),V2-L6-0820,운영 공통 프로세스 그룹,과정 운영 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0821,의사결정·승인 프로세스 그룹,과정설문 취합/분석 [기준확정],과정설문 취합/분석 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0822,실행·반영 프로세스 그룹,과정설문 취합/분석 [실행등록],중간 과정설문 취합/분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정설문 취합/분석,과정설문 개설,V2-L6-0823,실행·반영 프로세스 그룹,과정설문 취합/분석 [통보인계],중간 과정설문 취합/분석 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정설문 취합/분석,과정설문 개설,V2-L6-0824,운영 공통 프로세스 그룹,과정설문 취합/분석 [확장단계4],과정설문 취합 발행,상시,training_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정설문 취합/분석,과정설문 진행,V2-L6-0825,전략·기획 프로세스 그룹,과정설문 취합/분석 [확장단계5],분석 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정설문 취합/분석,과정설문 진행,V2-L6-0826,운영 공통 프로세스 그룹,과정설문 취합/분석 [확장단계6],분석 수료 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,과정설문 취합/분석,과정설문 분석,V2-L6-0827,운영 공통 프로세스 그룹,과정설문 취합/분석 [확장단계7],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0780,전략·기획 프로세스 그룹,교육 실행 계획 수립 [기준확정],교육 실행 계획 수립 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0781,전략·기획 프로세스 그룹,교육 실행 계획 수립 [실행등록],중간 교육 실행 계획 수립 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0782,전략·기획 프로세스 그룹,교육 실행 계획 수립 [통보인계],중간 교육 실행 계획 수립 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0783,전략·기획 프로세스 그룹,교육 실행 계획 수립 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 예산 계획 수립,전년도 경비실적 분석,V2-L6-0784,전략·기획 프로세스 그룹,교육 예산 계획 수립 [기준확정],교육 예산 계획 수립 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 예산 계획 수립,전년도 경비실적 분석,V2-L6-0785,전략·기획 프로세스 그룹,교육 예산 계획 수립 [실행등록],중간 교육 예산 계획 수립 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 예산 계획 수립,교육 예산 계획 수립,V2-L6-0786,전략·기획 프로세스 그룹,교육 예산 계획 수립 [통보인계],중간 교육 예산 계획 수립 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,교육 예산 계획 수립,운영품의(PR) 진행,V2-L6-0787,전략·기획 프로세스 그룹,교육 예산 계획 수립 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,내/외부 강사관리,배차 신청,V2-L6-0806,의사결정·승인 프로세스 그룹,내/외부 강사관리 [기준확정],내/외부 강사관리 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,내/외부 강사관리,배차 신청,V2-L6-0807,실행·반영 프로세스 그룹,내/외부 강사관리 [실행등록],중간 내/외부 강사관리 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,내/외부 강사관리,방문 신청,V2-L6-0808,실행·반영 프로세스 그룹,내/외부 강사관리 [통보인계],중간 내/외부 강사관리 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,내/외부 강사관리,식권 신청,V2-L6-0809,운영 공통 프로세스 그룹,내/외부 강사관리 [확장단계4],내부 강사 발행,상시,training_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,내/외부 강사관리,벤더 등록,V2-L6-0810,전략·기획 프로세스 그룹,내/외부 강사관리 [확장단계5],외부 강사관리 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,내/외부 강사관리,교육과정/강의 안내,V2-L6-0811,운영 공통 프로세스 그룹,내/외부 강사관리 [확장단계6],외부 강사관리 수료 발행,상시,training_status,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,내/외부 강사관리,강사 영접 및 VOC 대응,V2-L6-0812,운영 공통 프로세스 그룹,내/외부 강사관리 [확장단계7],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0792,의사결정·승인 프로세스 그룹,대상자 모집/선발 [기준확정],대상자 모집/선발 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0793,실행·반영 프로세스 그룹,대상자 모집/선발 [실행등록],중간 대상자 모집/선발 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0794,실행·반영 프로세스 그룹,대상자 모집/선발 [통보인계],중간 대상자 모집/선발 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,대상자 모집/선발,대상자 선발,V2-L6-0795,운영 공통 프로세스 그룹,대상자 모집/선발 [확장단계4],대상자 모집 발행,상시,training_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,대상자 모집/선발,대상자 선발,V2-L6-0796,전략·기획 프로세스 그룹,대상자 모집/선발 [확장단계5],선발 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,대상자 모집/선발,대상자 선발 확정안내,V2-L6-0797,운영 공통 프로세스 그룹,대상자 모집/선발 [확장단계6],선발 수료 발행,상시,training_status,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,대상자 모집/선발,대상자 선발 확정안내,V2-L6-0798,운영 공통 프로세스 그룹,대상자 모집/선발 [확장단계7],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,성과분석/결과보고,성과 분석,V2-L6-0828,의사결정·승인 프로세스 그룹,성과분석/결과보고 [기준확정],성과분석/결과보고 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,성과분석/결과보고,성과 분석,V2-L6-0829,실행·반영 프로세스 그룹,성과분석/결과보고 [실행등록],중간 성과분석/결과보고 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,성과분석/결과보고,결과 보고,V2-L6-0830,실행·반영 프로세스 그룹,성과분석/결과보고 [통보인계],중간 성과분석/결과보고 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,성과분석/결과보고,우수 교육생 시상,V2-L6-0831,운영 공통 프로세스 그룹,성과분석/결과보고 [확장단계4],성과분석 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,성과분석/결과보고,우수 교육생 시상,V2-L6-0832,전략·기획 프로세스 그룹,성과분석/결과보고 [확장단계5],결과보고 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,성과분석/결과보고,강사 감사레터 작성/발송(필요시),V2-L6-0833,운영 공통 프로세스 그룹,성과분석/결과보고 [확장단계6],결과보고 수료 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,성과분석/결과보고,교육관련 사진/영상자료 정리,V2-L6-0834,운영 공통 프로세스 그룹,성과분석/결과보고 [확장단계7],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0835,의사결정·승인 프로세스 그룹,수료 관리 및 경비처리 [기준확정],수료  및 경비처리 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0836,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [실행등록],중간 수료  및 경비처리 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0837,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [통보인계],중간 수료  및 경비처리 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0838,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [확장단계4],경비처리 수료 발행,상시,training_status,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,수료 관리 및 경비처리,정산 진행,V2-L6-0839,전략·기획 프로세스 그룹,수료 관리 및 경비처리 [확장단계5],경비처리 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,수료 관리 및 경비처리,정산 진행,V2-L6-0840,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [확장단계6],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,수료 관리 및 경비처리,정산 진행,V2-L6-0841,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [확장단계7],수료 발행,상시,training_status,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,V2-L6-0813,의사결정·승인 프로세스 그룹,운영준비(인프라 셋팅 등) [기준확정],운영준비(인프라 셋팅 등) 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,운영준비(인프라 셋팅 등),시설 예약,V2-L6-0814,실행·반영 프로세스 그룹,운영준비(인프라 셋팅 등) [실행등록],중간 운영준비(인프라 셋팅 등) 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,운영준비(인프라 셋팅 등),교보재 준비,V2-L6-0815,실행·반영 프로세스 그룹,운영준비(인프라 셋팅 등) [통보인계],중간 운영준비(인프라 셋팅 등) 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,운영준비(인프라 셋팅 등),강의장 세팅,V2-L6-0816,운영 공통 프로세스 그룹,운영준비(인프라 셋팅 등) [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0799,의사결정·승인 프로세스 그룹,입과안내/교육생 관리 [기준확정],입과안내/교육생  기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0800,실행·반영 프로세스 그룹,입과안내/교육생 관리 [실행등록],중간 입과안내/교육생  결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,입과안내/교육생 관리,교육 입과안내,V2-L6-0801,실행·반영 프로세스 그룹,입과안내/교육생 관리 [통보인계],중간 입과안내/교육생  결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,입과안내/교육생 관리,교육 입과안내,V2-L6-0802,통보·핸드오프 프로세스 그룹,입과안내/교육생 관리 [확장단계4],입과안내 발행,상시,notification_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,입과안내/교육생 관리,교육생 분석,V2-L6-0803,전략·기획 프로세스 그룹,입과안내/교육생 관리 [확장단계5],교육생 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,입과안내/교육생 관리,교육생 분석,V2-L6-0804,통보·핸드오프 프로세스 그룹,입과안내/교육생 관리 [확장단계6],교육생 수료 발행,상시,training_status,L4를 기능 목적 기준으로 재그룹핑,교육
교육운영,입과안내/교육생 관리,VOC 대응,V2-L6-0805,통보·핸드오프 프로세스 그룹,입과안내/교육생 관리 [확장단계7],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0849,전략·기획 프로세스 그룹,전사 교육 전략 기획 [기준확정],전사 교육 전략 기획 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0850,전략·기획 프로세스 그룹,전사 교육 전략 기획 [실행등록],중간 전사 교육 전략 기획 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0851,전략·기획 프로세스 그룹,전사 교육 전략 기획 [통보인계],중간 전사 교육 전략 기획 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0852,전략·기획 프로세스 그룹,전사 교육 전략 기획 [확장단계4],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0842,의사결정·승인 프로세스 그룹,강의안 및 교보재 개발 [기준확정],강의안 및 교보재 개발 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0843,실행·반영 프로세스 그룹,강의안 및 교보재 개발 [실행등록],중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 디자인 템플릿 의뢰,V2-L6-0844,실행·반영 프로세스 그룹,강의안 및 교보재 개발 [통보인계],중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
내부 컨텐츠 개발,강의안 및 교보재 개발,모듈계획서 작성,V2-L6-0845,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계4],교보재 개발 수료 발행,상시,training_status,L4를 기능 목적 기준으로 재그룹핑,교육
내부 컨텐츠 개발,강의안 및 교보재 개발,강의교안 개발,V2-L6-0846,전략·기획 프로세스 그룹,강의안 및 교보재 개발 [확장단계5],교보재 개발 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
내부 컨텐츠 개발,강의안 및 교보재 개발,교보재 개발,V2-L6-0847,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계6],성과 리포트 발행,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
내부 컨텐츠 개발,강의안 및 교보재 개발,강의자료 번역(필요시),V2-L6-0848,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계7],강의안 발행,상시,training_report,L4를 기능 목적 기준으로 재그룹핑,교육
양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,V2-L6-0758,전략·기획 프로세스 그룹,선발 규모/선발 전략 수립 [기준확정],선발 규모/선발 전략 수립 기준서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,V2-L6-0759,전략·기획 프로세스 그룹,선발 규모/선발 전략 수립 [실행등록],중간 선발 규모/선발 전략 수립 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,V2-L6-0760,전략·기획 프로세스 그룹,선발 규모/선발 전략 수립 [통보인계],중간 선발 규모/선발 전략 수립 결과표 등록,상시,analysis_report,L4를 기능 목적 기준으로 재그룹핑,교육
양성,선발 규모/선발 전략 수립,양성 분야 확정,V2-L6-0761,전략·기획 프로세스 그룹,선발 규모/선발 전략 수립 [확장단계4],선발 규모 발행,상시,training_report,L4를 기능 목적 기준으로 재그룹핑,교육
양성,선발 규모/선발 전략 수립,양성 분야 확정,V2-L6-0762,전략·기획 프로세스 그룹,선발 규모/선발 전략 수립 [확장단계5],선발 전략 수립 운영계획서 확정,상시,approval_doc,L4를 기능 목적 기준으로 재그룹핑,교육
양성,선발 규모/선발 전략 수립,양성 선발전략 수립,V2-L6-0763,전략·기획 프로세스 그룹,선발 규모/선발 전략 수립 [확장단계6],선발 전략 수립 수료 발행,상시,training_status,L4를 기능 목적 기준으로 재그룹핑,교육
