Activity_ID,L3(도메인),Restored_L4,Restored_L5,Restored_L6,Cadence,Output Type,seq,pre_dependency,Digital Trace
V2-L6-0017,총무,사내 서비스 운영,사내 전화(S-Calling) 운영,월간 통화품질 리포트 발행,상시,analysis_report,4,V2-L6-0016,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0018,총무,사내 서비스 운영,두발로 운영,두발로 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0019,총무,사내 서비스 운영,두발로 운영,중간 두발로 결과표 등록,상시,analysis_report,2,V2-L6-0018,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0020,총무,사내 서비스 운영,두발로 운영,중간 두발로 결과표 등록,상시,analysis_report,3,V2-L6-0019,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0021,총무,사내 서비스 운영,두발로 운영,두발로 이용통계 리포트 발행,상시,analysis_report,4,V2-L6-0020,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0022,총무,사내 서비스 운영,다회용기 업체 운영,다회용기 업체 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0023,총무,사내 서비스 운영,다회용기 업체 운영,중간 다회용기 업체 결과표 등록,상시,analysis_report,2,V2-L6-0022,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0024,총무,사내 서비스 운영,다회용기 업체 운영,중간 다회용기 업체 결과표 등록,상시,analysis_report,3,V2-L6-0023,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0025,총무,사내 서비스 운영,다회용기 업체 운영,다회용기 정산내역서 발행,상시,settlement_doc,4,V2-L6-0024,ERP 전표 번호 생성 로그 | 결재 완료 데이터 | 정산 반영 이력
V2-L6-0026,총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0027,총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 결과표 등록,상시,analysis_report,2,V2-L6-0026,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0028,총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0027,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0029,총무,사내 인프라 관리,피트니스 관리,피트니스 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0030,총무,사내 인프라 관리,피트니스 관리,피트니스 결과표 등록,상시,analysis_report,2,V2-L6-0029,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0031,총무,사내 인프라 관리,피트니스 관리,피트니스 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0030,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0032,총무,사내 인프라 관리,사내식당 관리,사내식당 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0033,총무,사내 인프라 관리,사내식당 관리,사내식당 결과표 등록,상시,analysis_report,2,V2-L6-0032,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0034,총무,사내 인프라 관리,사내식당 관리,사내식당 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0033,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0035,총무,사내 인프라 관리,주차장 관리,주차장 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0036,총무,사내 인프라 관리,주차장 관리,주차장 결과표 등록,상시,analysis_report,2,V2-L6-0035,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0037,총무,사내 인프라 관리,주차장 관리,주차장 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0036,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0038,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","숙박시설 (기숙사, 포레스트) 기준서 확정",상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0039,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설 (기숙사, 포레스트) 결과표 등록",상시,analysis_report,2,V2-L6-0038,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0040,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설 (기숙사, 포레스트) 결과표 등록",상시,analysis_report,3,V2-L6-0039,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0041,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)",포레스트 배정승인서 발행,상시,approval_doc,4,V2-L6-0040,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0042,총무,사내 인프라 관리,회의실 운영,회의실 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0043,총무,사내 인프라 관리,회의실 운영,회의실 결과표 등록,상시,analysis_report,2,V2-L6-0042,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0044,총무,사내 인프라 관리,회의실 운영,회의실 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0043,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0045,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0046,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 결과표 등록,상시,analysis_report,2,V2-L6-0045,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0047,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0046,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0048,총무,사내 인프라 관리,사택 관리,사택 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0049,총무,사내 인프라 관리,사택 관리,사택 결과표 등록,상시,analysis_report,2,V2-L6-0048,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0050,총무,사내 인프라 관리,사택 관리,사택 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0049,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0051,총무,사내 인프라 관리,비품 관리,비품 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0052,총무,사내 인프라 관리,비품 관리,비품 결과표 등록,상시,analysis_report,2,V2-L6-0051,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0053,총무,사내 인프라 관리,비품 관리,비품 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0052,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0054,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0055,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과표 등록,상시,analysis_report,2,V2-L6-0054,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0056,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0055,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0057,총무,사내 인프라 관리,건물 관리 (공조 등),건물 (공조 등) 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0058,총무,사내 인프라 관리,건물 관리 (공조 등),건물 (공조 등) 결과표 등록,상시,analysis_report,2,V2-L6-0057,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0059,총무,사내 인프라 관리,건물 관리 (공조 등),건물 (공조 등) 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0058,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0060,총무,임직원 지원,임원 지원,임원 지원 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0061,총무,임직원 지원,임원 지원,임원 지원 결과표 등록,상시,analysis_report,2,V2-L6-0060,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0062,총무,임직원 지원,임원 지원,임원 지원 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0061,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0063,총무,임직원 지원,임직원 출장지원,임직원 출장지원 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0064,총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과표 등록,상시,analysis_report,2,V2-L6-0063,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0065,총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0064,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0066,총무,차량 관리,법인 차량 관리,법인 차량 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0067,총무,차량 관리,법인 차량 관리,법인 차량 결과표 등록,상시,analysis_report,2,V2-L6-0066,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0068,총무,차량 관리,법인 차량 관리,법인 차량 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0067,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0069,총무,차량 관리,운전기사 관리,운전기사 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0070,총무,차량 관리,운전기사 관리,운전기사 결과표 등록,상시,analysis_report,2,V2-L6-0069,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0071,총무,차량 관리,운전기사 관리,운전기사 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0070,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0072,총무,차량 관리,업무버스 관리,업무버스 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0073,총무,차량 관리,업무버스 관리,업무버스 결과표 등록,상시,analysis_report,2,V2-L6-0072,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0074,총무,차량 관리,업무버스 관리,업무버스 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0073,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0075,총무,협력사 관리,입점업체 운영,입점업체 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0076,총무,협력사 관리,입점업체 운영,입점업체 결과표 등록,상시,analysis_report,2,V2-L6-0075,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0077,총무,협력사 관리,입점업체 운영,입점업체 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0076,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0078,총무,협력사 관리,상주협력사 관리,상주협력사 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0079,총무,협력사 관리,상주협력사 관리,중간 상주협력사 결과표 등록,상시,analysis_report,2,V2-L6-0078,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0080,총무,협력사 관리,상주협력사 관리,중간 상주협력사 결과표 등록,상시,analysis_report,3,V2-L6-0079,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0081,총무,협력사 관리,상주협력사 관리,상주협력사 처리 결과 확정,상시,approval_doc,4,V2-L6-0080,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0082,총무,공통,파견자 문의 대응,파견자 문의 대응 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0083,총무,공통,파견자 문의 대응,파견자 문의 대응 결과표 등록,상시,analysis_report,2,V2-L6-0082,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0084,총무,공통,파견자 문의 대응,파견자 문의 대응 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0083,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0085,노사,조직문화,Change Agent,Change Agent 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0086,노사,조직문화,Change Agent,중간 Change Agent 결과표 등록,상시,analysis_report,2,V2-L6-0085,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0087,노사,조직문화,Change Agent,중간 Change Agent 결과표 등록,상시,analysis_report,3,V2-L6-0086,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0088,노사,조직문화,Change Agent,CA 우수사례집 발행,상시,casebook,4,V2-L6-0087,업무 처리 이력 로그 | 결과 데이터 저장 이력 | CA 우수사례집 발행 관련 증빙 기록
V2-L6-0089,노사,조직문화,SCI 진단,SCI 진단 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0090,노사,조직문화,SCI 진단,중간 SCI 진단 결과표 등록,상시,analysis_report,2,V2-L6-0089,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0091,노사,조직문화,SCI 진단,중간 SCI 진단 결과표 등록,상시,analysis_report,3,V2-L6-0090,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0092,노사,조직문화,SCI 진단,SCI 진단 결과리포트 발행,상시,analysis_report,4,V2-L6-0091,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0093,노사,조직문화,My Pulse 서베이,My Pulse 서베이 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0094,노사,조직문화,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,상시,analysis_report,2,V2-L6-0093,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0095,노사,조직문화,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,상시,analysis_report,3,V2-L6-0094,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0096,노사,조직문화,My Pulse 서베이,My Pulse 결과리포트 발행,상시,analysis_report,4,V2-L6-0095,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0097,노사,협의회,협의회,협의회 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0098,노사,협의회,협의회,협의회 결과표 등록,상시,analysis_report,2,V2-L6-0097,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0099,노사,협의회,협의회,협의회 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0098,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0100,노사,노동조합,단체교섭,단체교섭 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0101,노사,노동조합,단체교섭,단체교섭 결과표 등록,상시,analysis_report,2,V2-L6-0100,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0102,노사,노동조합,단체교섭,단체교섭 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0101,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0103,노사,노동조합,단체협약,단체협약 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0104,노사,노동조합,단체협약,단체협약 결과표 등록,상시,analysis_report,2,V2-L6-0103,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0105,노사,노동조합,단체협약,단체협약 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0104,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0106,노사,ER,직장내괴롭힘,직장내괴롭힘 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0107,노사,ER,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,상시,analysis_report,2,V2-L6-0106,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0108,노사,ER,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,상시,analysis_report,3,V2-L6-0107,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0109,노사,ER,직장내괴롭힘,직장내괴롭힘 처리 결과 확정,상시,approval_doc,4,V2-L6-0108,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0110,노사,ER,희망퇴직,희망퇴직 기준서 확정,수시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0111,노사,ER,희망퇴직,중간 희망퇴직 결과표 등록,수시,analysis_report,2,V2-L6-0110,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0112,노사,ER,희망퇴직,중간 희망퇴직 결과표 등록,수시,analysis_report,3,V2-L6-0111,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0113,노사,ER,희망퇴직,퇴직패키지 정산서 발행,수시,settlement_doc,4,V2-L6-0112,ERP 전표 번호 생성 로그 | 결재 완료 데이터 | 정산 반영 이력
V2-L6-0114,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0115,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과표 등록,상시,analysis_report,2,V2-L6-0114,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0116,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0115,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0117,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0118,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 결과표 등록,상시,analysis_report,2,V2-L6-0117,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0119,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0118,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0120,노사,사건사고 관리,면담기록/요약,면담기록/요약 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0121,노사,사건사고 관리,면담기록/요약,면담기록/요약 결과표 등록,상시,analysis_report,2,V2-L6-0120,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0122,노사,사건사고 관리,면담기록/요약,면담기록/요약 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0121,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0123,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0124,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 결과표 등록,상시,analysis_report,2,V2-L6-0123,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0125,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0124,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0126,노사,사건사고 관리,징계양정 제안,징계양정 제안 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0127,노사,사건사고 관리,징계양정 제안,징계양정 제안 결과표 등록,상시,analysis_report,2,V2-L6-0126,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0128,노사,사건사고 관리,징계양정 제안,징계양정 제안 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0127,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0129,해외인사,공통,주재원 인사(양성),주재원 인사(양성) 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0130,해외인사,공통,주재원 인사(양성),주재원 인사(양성) 결과표 등록,상시,analysis_report,2,V2-L6-0129,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0131,해외인사,공통,주재원 인사(양성),주재원 인사(양성) 결과 통보 발송 완료,상시,notification_doc,3,V2-L6-0130,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0132,해외인사,인력운영,주재원 인사(선발/부임),주재원 인사(선발/부임) 기준서 확정,수시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0133,해외인사,인력운영,주재원 인사(선발/부임),중간 주재원 인사(선발/부임) 결과표 등록,수시,analysis_report,2,V2-L6-0132,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0134,해외인사,인력운영,주재원 인사(선발/부임),중간 주재원 인사(선발/부임) 결과표 등록,수시,analysis_report,3,V2-L6-0133,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0135,해외인사,인력운영,주재원 인사(선발/부임),부임 일정확정서 발행,수시,approval_doc,4,V2-L6-0134,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0136,해외인사,인력운영,주재원 인사(관리),주재원 인사() 기준서 확정,상시,approval_doc,1,,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
