[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,Activity_ID,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,Cadence,Output Type,Change_Logic
교육,교육운영,과정 운영,강의장 점검,V2-L6-0042,교육,교육운영,과정 운영,과정 운영 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정 운영,강의장 점검,V2-L6-0043,교육,교육운영,과정 운영,과정 운영 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정 운영,강의장 점검,V2-L6-0044,교육,교육운영,과정 운영,과정 운영 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0045,교육,교육운영,과정설문 취합/분석,과정설문 취합/분석 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0046,교육,교육운영,과정설문 취합/분석,과정설문 취합/분석 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0047,교육,교육운영,과정설문 취합/분석,과정설문 취합/분석 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0048,교육,교육운영,과정설문 취합/분석,과정설문 취합/분석 승인 결재 완료,상시,training_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0049,교육,교육운영,과정설문 취합/분석,과정설문 취합/분석 공지문 발송,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0050,교육,교육운영,과정설문 취합/분석,과정설문 취합/분석 시스템 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,과정설문 취합/분석,과정 설문 준비,V2-L6-0051,교육,교육운영,과정설문 취합/분석,과정설문 취합/분석 시행 내역 등록,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0052,교육,교육운영,교육 실행 계획 수립,교육 실행 계획 수립 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0053,교육,교육운영,교육 실행 계획 수립,교육 실행 계획 수립 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0054,교육,교육운영,교육 실행 계획 수립,교육 실행 계획 수립 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,V2-L6-0055,교육,교육운영,교육 실행 계획 수립,교육 실행 계획 수립 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석,V2-L6-0056,교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석,V2-L6-0057,교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석,V2-L6-0058,교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석,V2-L6-0059,교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,내/외부 강사관리,배차 신청,V2-L6-0060,교육,교육운영,내/외부 강사관리,내/외부 강사관리 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,내/외부 강사관리,배차 신청,V2-L6-0061,교육,교육운영,내/외부 강사관리,내/외부 강사관리 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,내/외부 강사관리,배차 신청,V2-L6-0062,교육,교육운영,내/외부 강사관리,내/외부 강사관리 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,내/외부 강사관리,배차 신청,V2-L6-0063,교육,교육운영,내/외부 강사관리,내/외부 강사관리 승인 결재 완료,상시,training_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,내/외부 강사관리,배차 신청,V2-L6-0064,교육,교육운영,내/외부 강사관리,내/외부 강사관리 공지문 발송,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,내/외부 강사관리,배차 신청,V2-L6-0065,교육,교육운영,내/외부 강사관리,내/외부 강사관리 시스템 반영,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,내/외부 강사관리,배차 신청,V2-L6-0066,교육,교육운영,내/외부 강사관리,내/외부 강사관리 시행 내역 등록,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0067,교육,교육운영,대상자 모집/선발,대상자 모집/선발 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0068,교육,교육운영,대상자 모집/선발,대상자 모집/선발 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0069,교육,교육운영,대상자 모집/선발,대상자 모집/선발 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0070,교육,교육운영,대상자 모집/선발,대상자 모집/선발 승인 결재 완료,상시,training_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0071,교육,교육운영,대상자 모집/선발,대상자 모집/선발 공지문 발송,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0072,교육,교육운영,대상자 모집/선발,대상자 모집/선발 시스템 반영,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,대상자 모집/선발,대상자 모집 공지,V2-L6-0073,교육,교육운영,대상자 모집/선발,대상자 모집/선발 시행 내역 등록,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,성과분석/결과보고,성과 분석,V2-L6-0074,교육,교육운영,성과분석/결과보고,성과분석/결과보고 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,성과분석/결과보고,성과 분석,V2-L6-0075,교육,교육운영,성과분석/결과보고,성과분석/결과보고 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,성과분석/결과보고,성과 분석,V2-L6-0076,교육,교육운영,성과분석/결과보고,성과분석/결과보고 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,성과분석/결과보고,성과 분석,V2-L6-0077,교육,교육운영,성과분석/결과보고,성과분석/결과보고 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,성과분석/결과보고,성과 분석,V2-L6-0078,교육,교육운영,성과분석/결과보고,성과분석/결과보고 공지문 발송,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,성과분석/결과보고,성과 분석,V2-L6-0079,교육,교육운영,성과분석/결과보고,성과분석/결과보고 시스템 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,성과분석/결과보고,성과 분석,V2-L6-0080,교육,교육운영,성과분석/결과보고,성과분석/결과보고 시행 내역 등록,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0081,교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0082,교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0083,교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0084,교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 승인 결재 완료,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0085,교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 공지문 발송,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0086,교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 시스템 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,수료 관리 및 경비처리,수료 관리,V2-L6-0087,교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 시행 내역 등록,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,V2-L6-0088,교육,교육운영,운영준비(인프라 셋팅 등),운영준비(인프라 셋팅 등) 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,V2-L6-0089,교육,교육운영,운영준비(인프라 셋팅 등),운영준비(인프라 셋팅 등) 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,V2-L6-0090,교육,교육운영,운영준비(인프라 셋팅 등),운영준비(인프라 셋팅 등) 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,V2-L6-0091,교육,교육운영,운영준비(인프라 셋팅 등),운영준비(인프라 셋팅 등) 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0092,교육,교육운영,입과안내/교육생 관리,입과안내/교육생 관리 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0093,교육,교육운영,입과안내/교육생 관리,입과안내/교육생 관리 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0094,교육,교육운영,입과안내/교육생 관리,입과안내/교육생 관리 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0095,교육,교육운영,입과안내/교육생 관리,입과안내/교육생 관리 승인 결재 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0096,교육,교육운영,입과안내/교육생 관리,입과안내/교육생 관리 공지문 발송,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0097,교육,교육운영,입과안내/교육생 관리,입과안내/교육생 관리 시스템 반영,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,V2-L6-0098,교육,교육운영,입과안내/교육생 관리,입과안내/교육생 관리 시행 내역 등록,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0099,교육,교육전략,전사 교육 전략 기획,전사 교육 전략 기획 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0100,교육,교육전략,전사 교육 전략 기획,전사 교육 전략 기획 검토 의견 수합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0101,교육,교육전략,전사 교육 전략 기획,전사 교육 전략 기획 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,V2-L6-0102,교육,교육전략,전사 교육 전략 기획,전사 교육 전략 기획 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0103,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 초안 문서 작성 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0104,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 검토 의견 수합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0105,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 수정본 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0106,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 승인 결재 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0107,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 공지문 발송,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0108,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 시스템 반영,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0109,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 초안 문서 작성 완료 검토안,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0110,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 검토 의견 수합 완료 검토안,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0111,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 수정본 반영 검토안,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0112,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 승인 결재 완료 검토안,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,V2-L6-0113,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 공지문 발송 검토안,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
