[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
채용,채용계획,직무기술서 작성,직무기술서 작성 요청,채용,채용계획,직무기술서 작성,[직무기술서 작성 요청] 연도별/조직별 과거 이력 리포트 추출,Digital Worker,기안서 작성을 위한 Raw 데이터 시스템 다운로드
채용,채용계획,직무기술서 작성,직무기술서 작성 요청,채용,채용계획,직무기술서 작성,[직무기술서 작성 요청] 분석 결과 기반 전략 기안서 확정,HR,통찰력이 요구되는 보고서 작성 및 임원진 결재 완료
채용,인재발굴,인재 소싱 채널 선정 및 액팅,발굴 기준 확정,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[발굴 기준 확정] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,인재발굴,인재 소싱 채널 선정 및 액팅,발굴 기준 확정,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[발굴 기준 확정] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,인재발굴,인재 소싱 채널 선정 및 액팅,발굴 기준 확정,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[발굴 기준 확정] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,인재발굴,인재 소싱 채널 선정 및 액팅,소싱 채널 선정,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[소싱 채널 선정] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,인재발굴,인재 소싱 채널 선정 및 액팅,소싱 채널 선정,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[소싱 채널 선정] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,인재발굴,인재 소싱 채널 선정 및 액팅,후보자 발굴,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[후보자 발굴] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,인재발굴,인재 소싱 채널 선정 및 액팅,후보자 발굴,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[후보자 발굴] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,인재발굴,인재 소싱 채널 선정 및 액팅,후보자 풀 구축,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[후보자 풀 구축] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,인재발굴,인재 소싱 채널 선정 및 액팅,후보자 풀 구축,채용,인재발굴,인재 소싱 채널 선정 및 액팅,[후보자 풀 구축] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,서류심사,HR 서류 검토 진행,채용,선발전형,지원서 필터링 및 평가,[HR 서류 검토 진행] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,서류심사,HR 서류 검토 진행,채용,선발전형,지원서 필터링 및 평가,[HR 서류 검토 진행] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,서류심사,HR 서류 검토 진행,채용,선발전형,지원서 필터링 및 평가,[HR 서류 검토 진행] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,선발전형,서류심사,진행의사 확인,채용,선발전형,지원서 필터링 및 평가,[진행의사 확인] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,선발전형,서류심사,진행의사 확인,채용,선발전형,지원서 필터링 및 평가,[진행의사 확인] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,선발전형,서류심사,진행의사 확인,채용,선발전형,지원서 필터링 및 평가,[진행의사 확인] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,선발전형,서류심사,현업 서류 검토 진행,채용,선발전형,지원서 필터링 및 평가,[현업 서류 검토 진행] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,서류심사,현업 서류 검토 진행,채용,선발전형,지원서 필터링 및 평가,[현업 서류 검토 진행] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,서류심사,현업 서류 검토 진행,채용,선발전형,지원서 필터링 및 평가,[현업 서류 검토 진행] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,선발전형,서류심사,서류 검토 결과안내,채용,선발전형,서류 전형 결과 발송,[서류 검토 결과안내] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,서류심사,서류 검토 결과안내,채용,선발전형,서류 전형 결과 발송,[서류 검토 결과안내] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 대상자 선정,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 대상자 선정] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 대상자 선정,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 대상자 선정] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 일정/장소 확정,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 일정/장소 확정] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 일정/장소 확정,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 일정/장소 확정] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 일정/장소 확정,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 일정/장소 확정] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 운영 위원 선발/교육,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 운영 위원 선발/교육] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 운영 위원 선발/교육,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 운영 위원 선발/교육] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 운영 위원 선발/교육,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 운영 위원 선발/교육] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 준비,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 준비] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 준비,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 준비] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 준비,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 준비] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 운영,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 운영] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 운영,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 운영] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 운영,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 운영] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 후속처리,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 후속처리] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",검정 후속처리,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)",[검정 후속처리] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,면접,면접위원 선발/교육,채용,선발전형,면접 기획 및 일정 세팅,[면접위원 선발/교육] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,면접,면접위원 선발/교육,채용,선발전형,면접 기획 및 일정 세팅,[면접위원 선발/교육] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,면접,면접위원 선발/교육,채용,선발전형,면접 기획 및 일정 세팅,[면접위원 선발/교육] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,선발전형,면접,면접일정 조율,채용,선발전형,면접 기획 및 일정 세팅,[면접일정 조율] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,면접,면접일정 조율,채용,선발전형,면접 기획 및 일정 세팅,[면접일정 조율] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,면접,면접운영 준비,채용,선발전형,면접 기획 및 일정 세팅,[면접운영 준비] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,선발전형,면접,면접운영 준비,채용,선발전형,면접 기획 및 일정 세팅,[면접운영 준비] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,선발전형,면접,면접운영 준비,채용,선발전형,면접 기획 및 일정 세팅,[면접운영 준비] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,선발전형,면접,면접 운영,채용,선발전형,면접 실행 및 평가 취합,[면접 운영] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,선발전형,면접,면접 운영,채용,선발전형,면접 실행 및 평가 취합,[면접 운영] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,선발전형,면접,면접 운영,채용,선발전형,면접 실행 및 평가 취합,[면접 운영] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,선발전형,면접,면접 후속처리,채용,선발전형,면접 실행 및 평가 취합,[면접 후속처리] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,면접,면접 후속처리,채용,선발전형,면접 실행 및 평가 취합,[면접 후속처리] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,채용 및 처우 승인,중복확인,채용,선발전형,채용 및 처우 승인,[중복확인] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,채용 및 처우 승인,중복확인,채용,선발전형,채용 및 처우 승인,[중복확인] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,채용 및 처우 승인,후보자 종합 검증,채용,선발전형,채용 및 처우 승인,[후보자 종합 검증] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,채용 및 처우 승인,후보자 종합 검증,채용,선발전형,채용 및 처우 승인,[후보자 종합 검증] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,채용 및 처우 승인,채용 승인,채용,선발전형,채용 및 처우 승인,[채용 승인] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,채용 및 처우 승인,채용 승인,채용,선발전형,채용 및 처우 승인,[채용 승인] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,채용 및 처우 승인,채용 승인,채용,선발전형,채용 및 처우 승인,[채용 승인] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,선발전형,채용 및 처우 승인,처우 협의/승인,채용,선발전형,채용 및 처우 승인,[처우 협의/승인] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,선발전형,채용 및 처우 승인,처우 협의/승인,채용,선발전형,채용 및 처우 승인,[처우 협의/승인] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,선발전형,채용 및 처우 승인,처우 협의/승인,채용,선발전형,채용 및 처우 승인,[처우 협의/승인] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,선발전형,채용 및 처우 승인,오퍼 확보,채용,선발전형,채용 및 처우 승인,[오퍼 확보] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,채용 및 처우 승인,오퍼 확보,채용,선발전형,채용 및 처우 승인,[오퍼 확보] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,채용 및 처우 승인,건강검진,채용,선발전형,채용 및 처우 승인,[건강검진] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,선발전형,채용 및 처우 승인,건강검진,채용,선발전형,채용 및 처우 승인,[건강검진] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,선발전형,채용 및 처우 승인,채용 품의 진행,채용,선발전형,채용 및 처우 승인,[채용 품의 진행] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,선발전형,채용 및 처우 승인,채용 품의 진행,채용,선발전형,채용 및 처우 승인,[채용 품의 진행] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,선발전형,채용 및 처우 승인,채용 품의 진행,채용,선발전형,채용 및 처우 승인,[채용 품의 진행] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,채용 후속조치,선확보 인력 관리,선확보 인력 등록,채용,채용 후속조치,선확보 인력 관리,[선확보 인력 등록] 원천 증빙 서류 및 제출 데이터 취합,Digital Worker,여러 채널로 인입된 데이터 단일 포맷 병합
채용,채용 후속조치,선확보 인력 관리,선확보 인력 등록,채용,채용 후속조치,선확보 인력 관리,[선확보 인력 등록] 마스터 데이터 정합성 규칙 대조,Digital Worker,Workday 등 시스템 로직에 의한 기계적 값 검증
채용,채용 후속조치,선확보 인력 관리,선확보 인력 등록,채용,채용 후속조치,선확보 인력 관리,[선확보 인력 등록] 최종 데이터 Workday 시스템 등록,Digital Worker,검증 완료된 데이터의 시스템 Bulk 업로드
채용,채용 후속조치,선확보 인력 관리,활동 지원/평가,채용,채용 후속조치,선확보 인력 관리,[활동 지원/평가] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
채용,채용 후속조치,선확보 인력 관리,활동 지원/평가,채용,채용 후속조치,선확보 인력 관리,[활동 지원/평가] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
채용,채용 후속조치,선확보 인력 관리,활동 지원/평가,채용,채용 후속조치,선확보 인력 관리,[활동 지원/평가] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
채용,채용 후속조치,선확보 인력 관리,지원금 지급,채용,채용 후속조치,선확보 인력 관리,[지원금 지급] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,채용 후속조치,선확보 인력 관리,지원금 지급,채용,채용 후속조치,선확보 인력 관리,[지원금 지급] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,채용 후속조치,선확보 인력 관리,리텐션 진행,채용,채용 후속조치,선확보 인력 관리,[리텐션 진행] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,채용 후속조치,선확보 인력 관리,리텐션 진행,채용,채용 후속조치,선확보 인력 관리,[리텐션 진행] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,채용 후속조치,선확보 인력 관리,리텐션 진행,채용,채용 후속조치,선확보 인력 관리,[리텐션 진행] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,채용 후속조치,입사 및 온보딩,입사 전 O/T 진행,채용,채용 후속조치,입사 전 서류 및 O/T,[입사 전 O/T 진행] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,채용 후속조치,입사 및 온보딩,입사 전 O/T 진행,채용,채용 후속조치,입사 전 서류 및 O/T,[입사 전 O/T 진행] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,채용 후속조치,입사 및 온보딩,입사 전 O/T 진행,채용,채용 후속조치,입사 전 서류 및 O/T,[입사 전 O/T 진행] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,채용 후속조치,입사 및 온보딩,입사절차 안내(입사자),채용,채용 후속조치,입사 전 서류 및 O/T,[입사절차 안내 입사자] 수신 대상자 그룹 명단 추출,Digital Worker,발송 타겟(조직/직급/전형별) 대상자 쿼리 및 목록화
채용,채용 후속조치,입사 및 온보딩,입사절차 안내(입사자),채용,채용 후속조치,입사 전 서류 및 O/T,[입사절차 안내 입사자] 안내문 초안 톤앤매너 검수 및 확정,HR,민감한 이슈(인사발령/평가 등)의 대외 메시지 문구 최종 컨펌
채용,채용 후속조치,입사 및 온보딩,입사절차 안내(입사자),채용,채용 후속조치,입사 전 서류 및 O/T,[입사절차 안내 입사자] 전사/타겟 채널 공식 메시지 발송,Digital Worker,"이메일, 인트라넷, 카카오톡 등 매체별 일괄 시스템 전송"
채용,채용 후속조치,입사 및 온보딩,입사발령(Workday),채용,채용 후속조치,입사 발령 및 시스템 적재,[입사발령 Workday] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,채용 후속조치,입사 및 온보딩,입사발령(Workday),채용,채용 후속조치,입사 발령 및 시스템 적재,[입사발령 Workday] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
채용,채용 후속조치,입사 및 온보딩,입사 전 준비,채용,채용 후속조치,입사 전 서류 및 O/T,[입사 전 준비] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,채용 후속조치,입사 및 온보딩,입사 전 준비,채용,채용 후속조치,입사 전 서류 및 O/T,[입사 전 준비] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,채용 후속조치,입사 및 온보딩,입사 전 준비,채용,채용 후속조치,입사 전 서류 및 O/T,[입사 전 준비] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,채용 후속조치,입사 및 온보딩,입문교육 진행,채용,채용 후속조치,입문 교육 및 현업 배치,[입문교육 진행] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,채용 후속조치,입사 및 온보딩,입문교육 진행,채용,채용 후속조치,입문 교육 및 현업 배치,[입문교육 진행] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,채용 후속조치,입사 및 온보딩,입문교육 진행,채용,채용 후속조치,입문 교육 및 현업 배치,[입문교육 진행] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,채용 후속조치,입사 및 온보딩,멘토링/면담 진행,채용,채용 후속조치,입문 교육 및 현업 배치,[멘토링/면담 진행] 운영 일정 및 가용 자원 리스트 취합,Digital Worker,참석자 일정 및 장소 가용성 시스템 데이터 취합
채용,채용 후속조치,입사 및 온보딩,멘토링/면담 진행,채용,채용 후속조치,입문 교육 및 현업 배치,[멘토링/면담 진행] 최종 운영 시나리오 및 타임테이블 확정,HR,복합적 변수를 고려한 행사/운영 기획안 컨펌
채용,채용 후속조치,입사 및 온보딩,멘토링/면담 진행,채용,채용 후속조치,입문 교육 및 현업 배치,[멘토링/면담 진행] 대상자 공식 안내문 및 리마인더 발송,Digital Worker,템플릿 기반 대량 알림 메일/메시지 자동 발송
채용,채용 후속조치,입사 및 온보딩,비용 지급/관리,채용,채용 후속조치,입문 교육 및 현업 배치,[비용 지급/관리] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
채용,채용 후속조치,입사 및 온보딩,비용 지급/관리,채용,채용 후속조치,입문 교육 및 현업 배치,[비용 지급/관리] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
인력운영,인력이동,사내 Job Posting,사업부문(부서별) J/P 부서 수요 취합,인력운영,인력이동,J/P 기획 및 수요조사,[사업부문 부서별  J/P 부서 수요 취합] 요건 확인용 기초 자료 취합,Digital Worker,산재된 데이터의 중앙 집중화
인력운영,인력이동,사내 Job Posting,사업부문(부서별) J/P 부서 수요 취합,인력운영,인력이동,J/P 기획 및 수요조사,[사업부문 부서별  J/P 부서 수요 취합] 인사 기준 기반 최종 결과 확정,HR,인사규정 및 상황에 따른 최종 승인
인력운영,인력이동,사내 Job Posting,J/P 운영 타당성 검토,인력운영,인력이동,J/P 기획 및 수요조사,[J/P 운영 타당성 검토] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
인력운영,인력이동,사내 Job Posting,J/P 운영 타당성 검토,인력운영,인력이동,J/P 기획 및 수요조사,[J/P 운영 타당성 검토] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
인력운영,인력이동,사내 Job Posting,J/P 운영 타당성 검토,인력운영,인력이동,J/P 기획 및 수요조사,[J/P 운영 타당성 검토] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
인력운영,인력이동,사내 Job Posting,Post 확정 후 J/P 실시,인력운영,인력이동,J/P 기획 및 수요조사,[Post 확정 후 J/P 실시] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
인력운영,인력이동,사내 Job Posting,Post 확정 후 J/P 실시,인력운영,인력이동,J/P 기획 및 수요조사,[Post 확정 후 J/P 실시] 타당성 검토 및 최종 결과안 확정,HR,대상자 요건 및 조직 정황을 고려한 정성적 판단 및 의사결정
인력운영,인력이동,사내 Job Posting,Post 확정 후 J/P 실시,인력운영,인력이동,J/P 기획 및 수요조사,[Post 확정 후 J/P 실시] 확정 결과 시스템 반영 및 저장,Digital Worker,HR이 확정한 최종 결과값을 인사 시스템에 기계적 업데이트
인력운영,인력이동,사내 Job Posting,지원자 지원 자격 검토,인력운영,인력이동,J/P 선발 전형 운영,[지원자 지원 자격 검토] 심사 대상자 데이터베이스 추출,Digital Worker,시스템 내 후보군/대상자 조건 기반 자동 필터링 및 명단 추출
